id,age,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
193,15,F,U,LE3,A,0,1,other,health,reputation,mother,4,1,2,yes,yes,no,no,no,no,no,no,5,3,5,4,4,5,14,6
194,17,F,R,GT3,T,4,0,other,teacher,other,other,4,1,3,no,yes,no,yes,yes,no,no,no,1,3,6,4,4,5,10,13
195,17,M,R,LE3,T,1,4,services,teacher,reputation,father,2,8,1,no,no,yes,no,yes,no,yes,no,2,2,10,2,5,5,3,20
196,16,M,U,GT3,T,3,0,teacher,other,other,father,2,6,1,yes,no,no,no,no,no,yes,yes,1,2,7,3,1,5,2,19.4
197,16,F,U,LE3,T,1,3,services,services,other,other,4,1,4,no,yes,no,yes,yes,no,no,no,5,3,7,4,4,4,16,4
198,18,F,U,GT3,A,2,3,other,health,course,other,1,2,3,yes,yes,no,yes,no,yes,no,yes,4,1,8,5,3,4,16,7
199,15,F,R,LE3,T,2,0,other,at_home,course,other,4,1,2,yes,yes,no,yes,no,no,no,no,5,3,8,4,3,4,22,1
200,17,F,R,LE3,A,4,2,other,health,course,father,2,8,0,no,no,yes,yes,no,yes,yes,no,4,1,8,4,3,5,10,20
201,17,F,U,GT3,A,2,4,other,other,other,other,2,4,0,no,yes,yes,yes,yes,no,yes,no,5,3,5,2,2,4,3,18.4
202,18,M,U,LE3,T,4,0,health,teacher,reputation,other,1,6,2,yes,no,yes,no,no,no,yes,yes,2,2,8,3,5,5,4,18
203,17,M,R,GT3,A,3,2,other,other,course,mother,4,1,2,yes,yes,no,yes,no,no,no,no,4,3,8,5,4,5,17,9
204,15,M,U,GT3,A,4,0,services,other,course,other,2,1,0,yes,no,yes,yes,yes,no,yes,yes,3,2,9,1,4,1,2,16.9
205,18,F,R,LE3,T,2,1,other,other,reputation,other,3,2,3,yes,yes,no,yes,yes,yes,no,no,4,3,5,4,4,4,27,8
206,15,M,R,LE3,T,0,3,at_home,at_home,reputation,father,2,9,1,yes,yes,yes,yes,yes,yes,yes,yes,2,3,9,3,1,4,0,20
207,18,M,R,LE3,T,4,1,health,at_home,course,other,3,1,1,no,yes,no,yes,yes,no,no,no,5,3,5,5,3,4,19,5.1
208,18,M,R,LE3,A,1,1,other,health,other,father,4,1,2,yes,yes,yes,no,no,no,no,yes,4,3,5,5,3,4,26,2
209,16,M,R,GT3,A,0,4,at_home,teacher,other,mother,2,3,1,yes,no,yes,no,yes,no,yes,no,3,2,4,3,5,5,7,14.7
210,15,M,R,LE3,A,4,2,services,other,course,mother,3,1,2,yes,yes,no,yes,yes,yes,no,no,3,3,5,1,1,2,11,6.4
211,17,F,U,LE3,A,1,3,health,services,reputation,father,4,2,3,yes,yes,no,no,yes,no,no,no,5,3,7,5,3,4,11,9.2
212,17,M,R,LE3,T,0,1,other,health,other,other,3,1,4,no,no,yes,no,yes,yes,no,no,3,4,6,4,4,4,26,20
213,15,F,R,GT3,A,4,3,services,health,reputation,father,4,5,0,yes,no,yes,no,no,no,no,no,3,4,4,0,5,3,26,1.5
214,17,F,U,LE3,T,3,2,at_home,other,home,other,3,2,3,yes,yes,yes,no,yes,no,no,no,5,4,9,4,4,5,28,3
215,17,F,R,GT3,T,1,0,health,health,reputation,other,3,2,3,yes,yes,no,no,yes,no,no,yes,4,3,7,5,3,5,18,0
216,15,F,U,LE3,T,3,1,other,other,reputation,other,2,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,8,2,5,5,13,15.7
217,18,F,R,GT3,T,2,2,services,health,home,father,3,2,2,yes,no,no,no,yes,yes,no,no,3,3,7,5,4,4,16,8.3
218,15,M,U,LE3,A,4,3,health,teacher,other,mother,2,5,1,yes,yes,no,yes,no,no,no,yes,4,2,5,0,5,0,19,1
219,18,M,U,LE3,T,4,2,at_home,health,other,father,3,2,3,yes,yes,yes,yes,yes,no,no,yes,5,3,6,5,5,4,24,4
220,17,F,R,GT3,A,1,0,other,health,other,other,3,1,3,yes,yes,no,no,no,no,no,no,4,4,6,5,3,4,29,0
221,17,F,R,LE3,T,4,2,health,services,course,father,2,8,0,yes,no,no,yes,no,no,yes,yes,5,5,10,2,2,5,9,20
222,17,F,R,LE3,T,2,3,at_home,teacher,home,mother,2,4,0,yes,no,yes,yes,yes,yes,yes,no,5,1,7,4,1,4,7,15
223,16,M,R,LE3,T,4,1,at_home,teacher,reputation,father,4,1,3,no,yes,yes,no,no,yes,no,no,5,3,6,2,5,4,14,3
224,18,F,U,GT3,A,0,1,services,teacher,home,mother,4,1,2,yes,yes,yes,yes,no,no,no,yes,3,3,8,4,3,4,25,2.4
225,16,M,U,LE3,T,3,4,at_home,health,home,mother,3,5,0,no,yes,no,no,no,yes,no,no,5,4,9,0,3,0,18,0.2
226,16,F,U,GT3,T,2,3,at_home,at_home,home,other,2,5,1,yes,yes,yes,no,no,no,yes,yes,4,3,6,5,2,5,3,18.8
227,15,M,R,GT3,T,2,4,teacher,health,home,mother,4,1,3,yes,yes,no,yes,no,yes,no,no,4,4,6,3,4,5,14,2
228,16,F,U,GT3,T,3,4,at_home,other,home,father,3,5,1,yes,yes,yes,no,yes,no,no,yes,5,4,7,0,5,3,26,0.4
229,15,M,R,LE3,A,3,0,other,services,home,father,2,9,0,yes,no,yes,no,yes,yes,yes,no,5,5,7,2,2,5,4,20
230,15,F,R,GT3,A,2,3,health,teacher,course,other,4,1,4,no,yes,no,no,yes,yes,no,no,5,4,7,5,1,4,14,6.8
231,16,M,U,GT3,T,3,1,other,other,home,father,4,1,0,yes,yes,yes,no,yes,no,no,yes,5,3,5,3,5,5,22,2
232,18,M,R,LE3,T,1,3,other,other,home,other,2,8,0,yes,no,yes,no,no,no,yes,yes,4,5,9,1,5,3,0,20
233,18,M,U,GT3,A,3,0,services,at_home,other,father,4,2,4,yes,no,no,no,yes,yes,no,no,3,3,7,5,3,4,18,2.3
234,18,M,R,GT3,A,0,3,teacher,teacher,home,father,3,2,2,yes,yes,no,no,yes,yes,no,no,2,3,8,4,2,5,12,6.7
235,18,M,U,LE3,A,0,3,teacher,health,home,mother,3,1,4,yes,yes,no,yes,yes,no,no,no,4,4,7,4,4,5,16,7
236,18,M,R,LE3,T,1,4,other,teacher,other,mother,3,1,3,yes,yes,no,no,yes,no,no,no,1,3,6,3,5,4,18,12.5
237,16,M,U,GT3,A,3,3,health,services,other,mother,4,5,0,yes,yes,no,no,no,no,no,yes,4,3,9,3,4,4,26,0.4
238,16,F,U,LE3,T,0,4,teacher,teacher,other,father,1,1,3,no,no,yes,no,no,yes,no,yes,5,3,6,3,4,5,26,5
239,17,F,R,LE3,A,4,4,teacher,other,reputation,other,4,5,0,yes,yes,yes,yes,yes,no,no,yes,4,3,5,0,5,0,12,5.3
240,18,F,R,LE3,A,3,2,other,other,home,other,2,7,1,yes,no,yes,yes,yes,no,no,no,1,5,7,2,5,1,5,20
241,16,F,U,GT3,T,1,0,teacher,health,home,other,3,1,2,yes,yes,yes,no,no,no,no,yes,4,3,8,5,3,5,24,3
242,17,F,R,GT3,A,3,4,services,health,home,mother,2,5,0,yes,yes,yes,no,yes,no,no,yes,5,1,5,0,4,3,21,1.1
243,18,M,R,LE3,T,2,3,other,health,other,father,1,6,0,no,no,yes,no,yes,yes,yes,no,4,4,8,1,3,4,7,18.5
244,15,M,R,GT3,A,2,4,teacher,services,course,mother,3,1,3,yes,no,no,yes,yes,no,no,yes,5,4,3,5,5,4,29,5
245,17,M,U,LE3,T,0,4,teacher,teacher,home,father,3,1,1,no,no,yes,yes,yes,no,yes,no,3,4,8,2,2,2,3,20
246,16,M,U,LE3,A,2,4,teacher,at_home,other,father,4,1,4,yes,no,yes,no,yes,no,no,yes,4,3,9,4,5,5,20,9
247,15,M,R,LE3,A,1,1,other,teacher,other,father,2,1,4,yes,no,yes,yes,yes,yes,no,no,2,3,5,5,4,5,12,13.2
248,15,F,R,LE3,T,0,1,health,health,other,mother,3,1,2,yes,yes,yes,no,no,no,no,no,2,4,6,4,3,5,23,1.1
249,15,F,U,LE3,T,1,1,at_home,services,reputation,father,4,2,2,yes,no,yes,no,no,no,no,yes,4,3,5,5,5,5,28,0
250,17,F,R,GT3,T,1,1,teacher,teacher,other,mother,3,2,4,yes,yes,no,no,no,no,no,no,5,4,6,5,4,5,16,8
251,16,F,U,GT3,T,2,2,at_home,other,course,mother,1,1,4,no,yes,yes,yes,yes,no,no,no,4,3,9,4,5,4,23,2
252,15,M,R,GT3,A,2,4,at_home,teacher,reputation,father,3,2,2,yes,no,yes,yes,no,no,no,no,4,4,9,5,4,4,13,4
253,18,M,R,GT3,A,1,2,teacher,other,other,father,1,4,0,no,no,yes,yes,yes,yes,no,yes,4,1,8,5,3,5,1,16.5
254,15,M,R,LE3,A,2,3,teacher,teacher,course,father,1,1,3,yes,yes,yes,no,no,no,no,yes,4,3,7,4,4,5,21,8
255,15,F,U,LE3,A,2,0,at_home,teacher,course,mother,4,2,3,yes,yes,no,no,no,yes,no,no,5,3,6,4,1,4,15,1
256,17,M,U,GT3,A,2,2,health,teacher,home,father,4,1,2,yes,yes,no,yes,no,no,no,no,5,4,6,3,3,4,19,0
257,17,F,U,GT3,A,3,1,at_home,health,other,father,3,1,3,no,yes,no,no,no,no,no,no,2,3,5,5,5,5,11,6.6
258,16,M,U,LE3,T,1,1,health,other,other,other,1,1,3,no,no,yes,yes,no,no,no,no,1,3,8,3,3,4,27,14.4
259,18,M,R,LE3,A,4,3,services,services,home,other,4,5,1,yes,yes,yes,yes,yes,no,no,no,4,3,5,3,5,5,25,0.1
260,17,F,R,LE3,A,1,4,health,at_home,course,other,1,2,4,yes,no,yes,no,no,yes,no,yes,4,5,8,4,3,5,28,0
261,15,M,U,GT3,T,0,0,other,other,other,father,2,5,1,yes,no,yes,yes,yes,no,no,no,2,2,8,1,3,5,9,16
262,16,M,R,LE3,A,2,2,teacher,health,home,mother,1,7,1,no,no,no,no,yes,yes,yes,no,2,3,9,4,1,5,3,20
263,15,F,R,LE3,A,2,4,services,other,home,other,1,8,0,yes,no,yes,no,no,yes,yes,no,5,3,9,1,2,5,4,20
264,15,M,U,GT3,A,4,4,at_home,services,course,mother,3,5,1,yes,yes,no,no,yes,no,no,no,5,4,9,3,4,5,16,1.5
265,17,F,R,GT3,T,0,2,health,other,course,other,4,1,4,yes,yes,no,yes,yes,yes,no,yes,3,4,7,5,3,5,19,7.6
266,16,M,R,GT3,T,3,2,services,health,other,other,2,6,0,yes,no,yes,yes,no,no,yes,yes,3,1,9,2,4,2,7,16.4
267,18,M,U,LE3,A,1,2,other,health,other,mother,3,1,3,yes,yes,yes,yes,yes,no,no,yes,3,4,3,4,4,5,28,2.5
268,18,M,R,LE3,T,3,2,health,at_home,reputation,other,3,1,2,yes,yes,no,yes,no,no,no,no,3,3,4,3,4,4,24,0.5
269,17,M,R,GT3,A,0,1,at_home,services,course,mother,3,1,3,no,yes,no,no,no,yes,no,no,4,3,8,4,5,5,17,7
270,17,M,R,LE3,A,4,4,at_home,at_home,reputation,father,2,5,1,yes,yes,yes,yes,no,no,no,no,5,2,5,0,5,1,21,3.8
271,16,M,U,LE3,A,0,4,health,teacher,reputation,father,2,1,4,yes,yes,yes,yes,no,no,no,no,4,3,8,5,5,5,20,5
272,18,M,U,LE3,T,4,1,other,health,home,mother,1,4,0,no,no,no,no,no,yes,yes,yes,3,4,6,3,5,5,7,14.8
273,18,M,R,GT3,A,3,4,teacher,at_home,home,mother,4,5,0,no,yes,no,no,yes,no,no,no,3,3,6,0,5,0,7,8.9
274,18,F,R,GT3,A,3,2,teacher,health,other,father,3,1,3,yes,no,no,no,no,no,no,yes,5,4,8,4,2,5,14,3
275,15,F,R,LE3,A,0,0,at_home,health,course,mother,3,2,4,yes,yes,no,no,no,yes,no,no,5,4,7,5,4,4,28,2
276,18,M,U,LE3,A,0,4,other,teacher,course,father,2,6,0,yes,yes,yes,yes,yes,yes,yes,yes,3,4,8,1,4,5,7,18.4
277,15,M,U,LE3,A,2,0,at_home,health,reputation,father,2,4,1,no,no,yes,no,yes,no,yes,yes,4,5,7,3,1,5,9,13.4
278,16,F,U,LE3,T,4,0,teacher,at_home,reputation,mother,4,1,4,yes,yes,no,yes,yes,no,no,yes,5,3,8,5,3,5,16,7
279,15,M,R,GT3,A,2,1,at_home,services,other,other,4,1,3,yes,yes,no,yes,no,yes,no,yes,3,3,6,5,4,4,13,7.9
280,16,M,R,GT3,T,1,3,health,other,home,mother,4,1,4,no,yes,yes,yes,no,no,no,yes,5,4,7,5,1,4,15,6
281,18,F,R,LE3,A,1,4,health,at_home,course,father,2,2,4,yes,yes,yes,no,no,no,no,no,3,2,8,4,5,5,25,2
282,18,M,R,LE3,T,0,1,other,teacher,course,other,3,2,3,yes,yes,no,no,yes,yes,no,no,3,4,6,5,5,5,19,8
283,16,M,R,GT3,A,3,1,teacher,other,course,other,2,1,2,yes,yes,yes,yes,no,no,no,yes,4,4,5,4,3,4,26,7
284,17,F,U,LE3,A,1,0,other,health,course,father,2,6,0,no,no,yes,yes,yes,no,yes,yes,3,4,5,2,1,5,1,20
285,16,M,R,GT3,T,1,4,other,at_home,home,other,3,2,3,yes,yes,no,no,yes,no,no,no,4,4,7,5,5,4,19,6
286,17,M,R,LE3,T,2,1,teacher,other,other,other,1,1,3,no,no,yes,no,no,yes,no,yes,1,5,5,5,4,5,28,13.9
287,15,F,R,GT3,A,2,2,services,at_home,other,mother,2,10,0,no,no,yes,yes,no,no,yes,no,2,2,7,4,5,4,5,20
288,15,M,U,LE3,T,1,1,services,health,home,father,1,2,3,no,no,yes,yes,yes,yes,no,yes,3,2,5,3,4,5,19,20
289,15,F,R,LE3,T,0,2,at_home,at_home,other,other,1,10,0,yes,yes,yes,no,no,no,yes,no,3,3,7,2,1,3,4,20
290,18,M,U,GT3,A,2,3,services,teacher,other,father,4,2,4,yes,no,no,no,no,yes,no,yes,4,4,8,5,5,5,18,9
291,15,M,U,GT3,A,1,2,health,other,reputation,mother,2,5,1,no,no,yes,yes,yes,yes,yes,no,2,3,8,2,1,3,10,15.9
292,17,F,U,LE3,A,3,2,other,other,home,mother,4,1,2,yes,yes,no,no,yes,yes,no,no,5,4,5,4,2,4,15,3.3
293,15,F,U,LE3,A,2,0,at_home,other,other,mother,3,1,2,yes,yes,no,no,no,yes,no,yes,3,4,8,5,5,5,17,5.6
294,16,M,U,GT3,A,1,1,other,at_home,reputation,other,1,6,0,yes,no,yes,no,no,yes,yes,no,1,4,6,1,3,3,6,18.3
295,16,F,R,GT3,T,4,3,teacher,health,home,mother,3,5,0,yes,yes,yes,yes,yes,no,no,yes,3,3,5,3,5,4,21,0.1
296,18,F,R,LE3,A,2,1,services,at_home,home,father,4,1,1,no,yes,no,no,no,no,no,no,5,4,6,3,5,5,18,10.6
297,16,M,U,LE3,T,4,2,teacher,at_home,course,mother,4,2,2,yes,yes,no,no,yes,yes,no,no,3,3,6,4,5,5,13,5.8
298,17,M,U,GT3,A,2,2,at_home,other,reputation,other,1,5,0,yes,no,yes,no,yes,yes,yes,no,4,4,8,2,5,5,9,17.5
299,15,M,U,GT3,A,2,1,health,health,reputation,mother,3,2,3,yes,no,no,no,no,no,no,yes,1,3,7,5,4,5,24,2.4
300,18,F,R,GT3,T,4,3,services,services,reputation,other,2,5,0,no,yes,yes,no,no,no,no,yes,5,2,6,0,1,2,5,20
301,15,F,R,GT3,A,0,3,teacher,health,home,father,2,1,2,no,yes,no,no,yes,yes,no,yes,5,1,8,5,3,4,20,9
302,15,F,U,GT3,T,1,0,services,at_home,course,mother,3,1,0,yes,no,yes,no,no,yes,yes,no,1,3,5,3,4,5,7,15.2
303,17,F,R,LE3,T,0,2,other,teacher,home,mother,2,2,2,no,no,yes,no,yes,yes,no,yes,2,4,6,4,4,5,17,14
304,16,M,R,LE3,T,0,2,health,health,other,father,4,2,2,yes,no,yes,yes,yes,no,no,no,4,4,5,5,5,4,21,2
305,16,F,U,GT3,A,1,0,services,other,other,father,1,8,1,no,no,yes,yes,yes,yes,yes,yes,3,5,10,5,2,5,5,20
306,15,M,U,LE3,A,3,1,health,teacher,other,other,4,1,3,yes,yes,yes,no,no,no,no,no,4,3,4,5,3,5,22,4
307,18,F,R,LE3,A,0,2,other,services,course,mother,2,10,0,yes,no,no,yes,yes,yes,yes,yes,1,1,10,5,3,5,2,20
308,16,M,R,GT3,A,0,1,other,services,home,mother,4,2,3,yes,no,yes,no,no,no,no,yes,5,4,5,4,5,5,21,1.3
309,18,M,R,LE3,A,0,3,teacher,teacher,reputation,mother,1,10,0,no,no,yes,no,yes,no,yes,no,4,3,9,1,4,3,2,20
310,16,M,U,LE3,A,3,4,at_home,services,other,mother,3,5,0,yes,yes,no,yes,yes,no,no,yes,4,4,7,0,4,0,13,5.1
311,18,F,U,LE3,T,2,0,teacher,teacher,other,father,4,1,1,yes,yes,no,yes,yes,yes,no,yes,4,4,6,5,1,4,12,8.4
312,17,M,U,GT3,A,4,2,health,at_home,home,mother,4,1,2,yes,yes,no,no,no,no,no,yes,4,4,4,4,3,4,23,2
313,18,M,R,GT3,A,4,0,teacher,teacher,reputation,mother,4,1,2,no,yes,no,no,no,yes,no,no,3,4,5,3,5,5,20,12.2
314,17,F,R,LE3,A,3,3,services,at_home,course,mother,3,5,0,yes,yes,no,no,no,yes,no,no,3,3,5,3,5,4,21,4.2
315,17,M,U,LE3,A,0,3,teacher,other,other,other,3,1,4,yes,yes,no,yes,no,no,no,yes,4,3,8,5,5,4,24,9
316,18,F,R,LE3,T,4,3,at_home,other,other,other,3,5,1,yes,yes,no,yes,no,yes,no,yes,3,4,6,0,3,1,8,9.2
317,17,F,U,LE3,T,3,3,at_home,services,other,other,4,5,1,yes,yes,no,no,no,no,no,no,4,4,6,0,2,2,15,7.8
318,15,M,R,LE3,T,1,4,health,teacher,reputation,father,1,6,0,no,no,yes,no,no,no,yes,no,5,1,8,2,2,4,10,15.3
319,17,M,U,LE3,T,4,1,other,at_home,other,father,3,2,3,no,no,no,no,no,yes,no,no,5,4,6,4,1,4,15,2
320,16,F,R,GT3,T,1,1,at_home,other,reputation,father,4,1,2,no,yes,no,yes,no,no,no,no,2,3,5,4,3,4,20,11.9
321,18,M,R,LE3,A,0,4,health,other,other,mother,2,3,2,no,no,no,no,no,no,no,no,2,4,7,5,3,4,9,11.1
322,15,F,U,LE3,T,4,1,at_home,other,other,mother,3,1,0,yes,yes,yes,no,no,no,no,no,4,4,3,5,5,4,22,0.1
323,18,F,U,GT3,T,3,3,at_home,services,reputation,father,2,5,0,yes,yes,yes,no,yes,no,no,yes,5,2,8,0,4,2,21,5.9
324,16,F,U,LE3,A,2,1,other,other,reputation,other,4,2,3,yes,yes,yes,yes,yes,no,no,no,3,3,5,5,4,5,29,4.7
325,16,M,U,LE3,A,4,0,services,health,course,mother,3,1,2,yes,no,yes,no,no,no,no,no,3,3,5,4,3,5,25,1.9
326,16,F,U,LE3,T,4,1,health,services,home,other,4,1,3,yes,yes,no,no,yes,no,no,yes,3,3,2,5,1,5,12,4.8
327,17,M,R,LE3,A,4,0,at_home,teacher,other,mother,2,1,3,yes,yes,yes,yes,no,no,no,yes,4,5,4,4,4,4,19,2.1
328,17,M,U,GT3,A,4,2,at_home,health,other,mother,4,1,4,yes,yes,no,yes,yes,no,no,no,3,3,8,5,3,5,16,2.7
329,18,M,U,LE3,T,3,0,teacher,services,home,other,3,2,2,no,no,no,yes,yes,no,no,yes,2,3,6,4,5,4,19,8.8
330,18,M,U,GT3,A,3,0,services,services,home,father,3,1,3,yes,no,yes,yes,no,no,no,no,2,3,7,3,4,5,17,11.8
331,15,F,U,LE3,T,2,3,other,at_home,home,other,3,1,3,yes,yes,yes,no,yes,no,no,yes,3,4,4,4,5,5,28,0.8
332,15,M,U,LE3,T,3,3,health,health,other,father,4,5,1,yes,yes,no,yes,yes,no,no,yes,4,4,7,3,5,4,15,8.5
333,18,F,R,GT3,A,3,3,at_home,health,other,father,1,5,1,no,no,yes,yes,no,yes,yes,yes,2,1,9,0,2,1,7,18
334,17,F,U,LE3,T,0,0,health,health,other,mother,2,2,2,yes,yes,yes,no,yes,yes,no,yes,3,3,7,5,5,4,17,7.4
335,16,M,U,GT3,T,0,4,other,other,reputation,mother,3,1,3,yes,yes,no,yes,no,yes,no,no,3,4,4,2,2,4,8,12.6
336,18,F,U,GT3,A,1,3,services,other,course,mother,4,1,3,yes,yes,yes,yes,no,no,no,yes,5,4,6,5,5,4,25,7
337,15,F,R,GT3,A,2,3,teacher,teacher,course,father,1,1,3,no,no,no,no,yes,yes,no,yes,4,1,5,5,5,5,13,5
338,17,M,R,LE3,A,0,0,services,teacher,home,father,2,10,1,no,no,yes,no,no,no,yes,yes,1,4,9,4,5,5,5,20
339,18,F,U,LE3,A,2,2,teacher,teacher,home,other,2,8,1,no,no,no,no,no,no,yes,no,3,1,9,5,1,4,4,20
340,18,F,U,LE3,T,2,2,health,other,other,mother,3,1,3,yes,yes,no,no,no,no,no,yes,5,4,5,4,1,4,12,0.9
341,17,F,R,LE3,A,4,1,services,at_home,course,mother,3,2,2,no,yes,no,yes,yes,yes,no,no,1,4,8,4,3,4,12,6.1
342,18,F,R,GT3,A,2,2,services,teacher,course,father,4,1,3,yes,yes,yes,no,yes,no,no,no,5,3,8,4,5,5,24,9
343,17,M,R,LE3,T,4,3,services,services,reputation,mother,1,5,1,yes,no,yes,no,yes,no,no,yes,2,4,6,0,4,1,1,17.8
344,16,F,U,LE3,T,1,4,other,other,other,father,3,2,2,yes,yes,yes,no,yes,no,no,yes,5,3,6,4,3,4,16,9
345,17,F,U,GT3,T,1,1,health,at_home,other,other,4,2,3,no,yes,yes,yes,yes,no,no,no,1,4,9,4,4,5,24,1
346,17,F,R,GT3,T,1,4,teacher,services,course,other,1,1,3,no,yes,yes,no,no,no,no,no,4,4,5,4,3,4,25,8
347,17,F,U,LE3,A,4,4,services,services,course,mother,4,5,1,yes,no,no,yes,no,no,no,yes,3,3,9,3,4,4,19,6.5
348,18,M,R,GT3,A,4,3,health,other,reputation,other,3,5,0,yes,yes,no,yes,yes,no,no,no,3,3,5,3,3,5,17,9.2
349,18,F,R,GT3,T,1,0,other,health,reputation,mother,1,9,0,no,no,yes,no,yes,no,yes,yes,2,5,10,4,2,5,5,20
350,17,M,R,GT3,T,4,0,other,at_home,other,mother,1,5,1,no,no,yes,yes,no,yes,yes,yes,5,3,9,3,2,4,0,18.2
351,18,F,U,GT3,T,3,0,health,other,reputation,father,3,1,2,yes,yes,yes,no,yes,no,no,yes,3,4,9,4,4,4,26,2.4
352,15,M,R,GT3,T,3,2,teacher,health,course,father,2,2,3,yes,yes,no,yes,no,no,no,no,4,4,8,5,3,4,19,5
353,15,M,R,LE3,A,4,0,health,other,other,mother,4,1,3,yes,yes,no,no,yes,yes,no,yes,5,4,6,5,5,5,14,0
354,18,M,U,LE3,T,4,3,health,other,course,other,3,5,1,yes,yes,yes,no,yes,no,no,yes,5,4,9,0,3,0,27,2.9
355,18,M,R,LE3,A,0,2,at_home,services,other,other,2,8,0,no,no,yes,no,no,no,yes,yes,1,4,7,2,4,5,10,20
356,17,M,U,LE3,T,0,0,other,other,other,mother,3,1,3,no,yes,no,yes,yes,yes,no,yes,3,4,5,4,2,5,14,2.8
357,16,F,R,LE3,A,2,4,teacher,health,course,mother,3,2,4,yes,yes,no,no,no,no,no,yes,5,4,5,5,3,4,19,7
358,18,F,U,LE3,A,2,3,at_home,services,other,other,2,4,1,yes,no,yes,yes,no,yes,yes,yes,1,5,5,1,3,1,9,13.1
359,15,F,R,LE3,A,2,3,health,health,other,other,2,6,1,yes,no,yes,yes,no,no,yes,yes,3,2,9,1,1,1,10,18.8
360,17,M,R,GT3,A,1,1,other,health,reputation,father,1,4,0,yes,no,yes,no,no,no,yes,yes,5,2,6,4,5,4,6,18.1
361,18,F,R,LE3,T,3,3,at_home,services,course,father,4,5,0,yes,yes,no,yes,no,yes,no,no,4,4,7,3,5,4,18,6.9
362,15,M,R,LE3,A,1,4,at_home,health,course,other,4,1,3,no,yes,no,yes,no,no,no,no,5,3,7,5,5,4,26,6
363,15,M,R,LE3,T,4,3,teacher,teacher,reputation,father,1,5,1,yes,no,yes,no,yes,no,yes,no,4,5,6,3,3,4,7,14.4
364,16,F,U,GT3,A,0,1,health,other,other,father,3,1,3,no,no,yes,yes,no,yes,yes,yes,2,4,7,3,5,4,1,20
365,17,F,U,LE3,A,4,3,teacher,services,home,mother,2,5,1,yes,no,yes,yes,no,yes,yes,no,3,5,9,0,3,2,3,20
366,17,M,R,LE3,T,4,3,at_home,services,home,father,4,5,0,yes,yes,yes,no,yes,no,no,yes,3,3,8,3,4,5,23,2.2
367,16,M,R,GT3,T,0,1,at_home,teacher,course,father,3,2,3,no,yes,yes,no,no,yes,no,no,3,3,6,5,5,5,19,5.3
368,16,F,R,LE3,A,4,3,teacher,teacher,reputation,mother,4,5,0,yes,yes,no,no,yes,yes,no,no,5,4,5,3,3,5,13,5.7
369,17,F,U,LE3,A,2,2,at_home,teacher,other,other,2,7,1,no,no,yes,no,no,yes,yes,yes,3,4,6,0,2,4,4,20
370,17,F,U,GT3,T,0,3,services,teacher,reputation,father,2,1,1,yes,no,yes,yes,no,yes,yes,no,4,1,6,5,3,5,9,15
371,18,F,R,LE3,A,4,0,other,at_home,other,father,2,6,0,yes,no,yes,yes,no,yes,yes,no,4,3,7,1,5,4,7,17.5
372,18,M,U,GT3,T,2,0,health,services,course,other,2,4,0,no,no,yes,no,no,no,yes,yes,3,1,7,0,4,5,7,13.8
373,16,F,R,LE3,T,2,2,other,health,course,father,4,1,4,yes,yes,no,yes,yes,no,no,no,2,4,8,5,5,5,27,1.3
374,18,F,R,LE3,T,3,3,health,services,home,other,3,5,0,yes,yes,no,no,yes,yes,no,no,4,4,7,0,5,2,20,1.3
375,15,F,R,LE3,A,2,4,at_home,services,reputation,mother,3,2,4,no,yes,yes,no,yes,yes,no,yes,2,3,9,5,5,5,28,0.6
376,18,M,U,GT3,A,1,3,teacher,services,course,other,4,1,3,no,yes,no,yes,yes,no,no,no,2,3,8,4,3,4,15,10.1
377,18,M,R,GT3,T,0,0,teacher,teacher,reputation,other,3,1,2,yes,yes,yes,no,yes,no,no,yes,4,4,4,4,4,5,21,0
378,15,M,R,GT3,T,0,1,at_home,teacher,course,other,2,6,0,no,no,yes,yes,yes,no,yes,no,3,5,7,2,5,1,8,18.3
379,16,M,R,LE3,T,0,2,health,at_home,other,mother,1,2,0,no,no,no,yes,yes,no,yes,no,1,2,7,1,1,4,1,19.6
380,15,F,U,LE3,T,4,1,at_home,services,other,other,3,2,2,yes,yes,no,yes,yes,yes,no,no,3,3,5,4,2,4,12,7
381,18,M,U,GT3,A,4,4,health,other,home,other,2,5,1,yes,no,yes,no,yes,no,yes,yes,4,5,11,3,4,4,2,20
382,16,F,U,GT3,T,1,3,at_home,at_home,course,mother,4,2,2,yes,yes,no,yes,no,no,no,yes,3,3,7,4,4,5,26,2.3
383,18,F,R,LE3,A,2,4,at_home,teacher,home,father,3,1,2,yes,yes,yes,yes,yes,no,no,no,4,3,6,5,3,4,24,6
384,15,F,U,LE3,T,4,1,at_home,services,home,father,4,1,2,yes,yes,no,yes,no,no,no,no,4,3,7,4,5,4,29,2
385,15,F,R,LE3,A,2,3,teacher,teacher,course,other,3,2,2,yes,no,yes,no,yes,no,no,yes,4,3,6,4,3,5,28,5
386,18,M,U,LE3,A,2,4,health,health,course,mother,2,7,0,yes,no,yes,yes,no,no,yes,no,2,4,7,3,1,5,2,20
