id,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3,sex.e,famsize.e,Pstatus.e,Mjob.e,Fjob.e,reason.e,guardian.e,schoolsup.e,famsup.e,paid.e,activities.e,nursery.e,higher.e,internet.e,romantic.e,result
222,17,2,3,2,4,0,5,1,4,4,1,2,7,12,0,1,1,0,4,1,1,1,0,1,1,1,1,1,0,1
223,16,4,1,4,2,3,5,4,1,2,5,2,14,8,1,1,1,0,4,3,0,0,1,1,0,0,1,0,0,0
224,18,0,1,4,3,3,4,4,1,2,4,5,25,3,0,0,0,3,4,1,1,1,1,0,1,0,0,0,1,0
225,16,3,4,3,3,3,5,2,1,2,5,1,18,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
226,16,2,3,2,5,1,4,3,2,5,2,3,3,15,0,0,1,0,0,1,2,1,1,1,0,0,0,1,1,1
227,15,2,4,4,3,3,3,1,1,3,4,3,14,9,1,0,1,4,1,1,1,0,1,0,1,0,1,1,0,0
228,16,3,4,3,1,3,1,4,3,4,3,1,26,3,0,0,1,0,2,1,0,0,1,0,0,1,1,0,1,0
229,15,3,0,2,9,0,5,5,1,2,2,3,4,19,1,1,0,2,3,1,0,1,0,1,0,1,1,1,0,1
230,15,2,3,4,2,3,5,1,4,3,1,4,14,7,0,0,0,1,4,0,2,0,1,0,0,1,1,0,0,0
231,16,3,1,4,1,0,4,2,1,5,4,5,22,3,1,0,1,2,2,1,0,0,1,0,0,1,0,0,1,0
232,18,1,3,2,8,0,4,5,4,1,5,5,0,16,1,1,1,2,2,1,2,1,0,1,0,0,0,1,1,1
233,18,3,0,4,2,2,1,3,4,1,3,4,18,3,1,0,0,3,0,2,0,1,0,0,0,1,1,0,0,0
234,18,0,3,3,2,3,2,2,5,1,2,1,12,7,1,0,0,4,4,1,0,1,1,0,0,1,1,0,0,0
235,18,0,3,3,3,3,4,3,2,5,4,2,16,6,1,1,0,4,1,1,1,0,1,0,1,1,0,0,0,0
236,18,1,4,3,6,2,1,3,4,1,2,3,18,10,1,1,1,2,4,2,1,1,1,0,0,1,0,1,0,1
237,16,3,3,4,1,3,3,4,4,1,1,3,26,2,1,0,0,1,3,2,1,1,1,0,0,0,0,0,1,0
238,16,0,4,1,7,0,5,3,3,4,2,2,26,20,0,1,1,4,4,2,0,0,0,1,0,0,1,1,1,1
239,17,4,4,4,2,2,5,5,1,2,5,2,12,5,0,1,0,4,2,3,2,1,1,1,1,1,0,0,1,0
240,18,3,2,2,7,1,1,5,2,2,5,1,5,17,0,1,0,2,2,1,2,1,0,1,1,1,0,0,0,1
241,16,1,0,3,3,2,1,5,2,3,1,3,24,0,0,0,1,4,1,1,2,0,1,0,0,0,0,1,1,0
242,17,3,4,2,2,3,5,1,5,2,1,2,21,2,0,0,0,3,1,1,1,1,1,0,0,1,1,0,1,0
243,18,2,3,1,6,0,4,4,4,1,3,3,7,14,1,1,1,2,1,2,0,0,0,1,0,1,1,1,0,1
244,15,2,4,3,1,3,2,4,4,1,4,4,29,1,1,0,0,4,3,0,1,1,0,0,1,1,0,0,1,0
245,17,0,4,3,9,1,3,5,3,2,2,2,3,17,1,1,1,4,4,1,0,0,0,1,1,1,0,1,0,1
246,16,2,4,4,4,2,2,1,2,4,1,1,20,5,1,1,0,4,0,2,0,0,0,1,0,1,1,0,1,0
247,15,1,1,2,4,0,2,3,1,2,4,1,12,11,1,1,0,2,4,2,0,1,0,1,1,1,1,0,0,1
248,15,0,1,3,1,2,2,3,5,4,1,3,23,3,0,1,1,1,1,2,1,1,1,0,0,0,1,0,0,0
249,15,1,1,4,2,3,5,3,5,4,1,3,28,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,1,0
250,17,1,1,3,1,2,2,4,5,2,3,1,16,7,0,0,1,4,4,2,1,0,1,0,0,0,0,0,0,0
251,16,2,2,1,1,1,4,3,5,5,5,3,23,2,0,0,1,0,2,0,1,0,1,0,1,1,1,0,0,0
252,15,2,4,3,4,3,4,1,2,3,4,1,13,13,1,0,0,0,4,3,0,1,0,1,1,0,0,1,0,1
253,18,1,2,1,4,0,4,1,4,5,3,5,1,13,1,0,0,4,2,2,0,0,0,1,1,1,1,0,1,1
254,15,2,3,1,1,3,1,3,2,3,5,1,21,2,1,1,0,4,4,0,0,0,1,1,0,0,1,1,1,0
255,15,2,0,4,3,1,3,4,1,4,1,5,15,6,0,1,0,0,4,0,1,1,1,0,0,0,1,0,0,0
256,17,2,2,4,3,2,4,2,5,5,3,4,19,8,1,0,0,1,4,1,0,1,1,0,1,0,0,0,0,0
257,17,3,1,3,3,3,2,5,2,5,5,4,11,6,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
258,16,1,1,1,2,2,1,3,1,2,5,4,27,16,1,1,1,1,2,2,2,0,0,1,1,0,0,1,0,1
259,18,4,3,4,1,3,5,3,3,2,3,2,25,2,1,1,0,3,3,1,2,0,1,0,1,1,1,0,0,0
260,17,1,4,1,4,0,4,5,5,2,2,1,28,13,0,1,0,1,0,0,2,1,0,1,0,0,1,1,1,1
261,15,0,0,2,5,1,2,2,4,1,3,5,9,13,1,0,1,2,2,2,0,1,0,1,1,1,0,0,0,1
262,16,2,2,1,7,1,2,3,4,4,1,5,3,17,1,1,0,4,1,1,1,0,0,0,0,1,1,1,0,1
263,15,2,4,1,8,0,5,3,4,1,2,5,4,19,0,1,0,3,2,1,2,1,0,1,0,0,1,1,0,1
264,15,4,4,3,2,2,1,2,1,4,3,1,16,2,1,0,0,0,3,0,1,1,1,0,0,1,0,0,0,0
265,17,0,2,4,2,1,2,5,2,1,5,4,19,8,0,0,1,1,2,0,2,1,1,0,1,1,1,0,1,0
266,16,3,2,2,6,0,3,1,5,2,4,2,7,12,1,0,1,3,1,2,2,1,0,1,1,0,0,1,1,1
267,18,1,2,3,1,3,4,3,5,5,3,1,28,0,1,1,0,2,1,2,1,1,1,0,1,1,0,0,1,0
268,18,3,2,3,3,2,1,3,5,2,5,2,24,1,1,1,1,1,0,3,2,1,1,0,1,0,0,0,0,0
269,17,0,1,3,1,2,4,4,5,2,3,2,17,7,1,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0
270,17,4,4,2,3,3,4,2,3,4,1,2,21,4,1,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0
271,16,0,4,2,1,3,5,3,5,2,1,1,20,9,1,1,0,1,4,3,0,1,1,0,1,0,0,0,0,0
272,18,4,1,1,4,0,3,4,3,3,5,4,7,12,1,1,1,2,1,1,1,0,0,0,0,0,1,1,1,1
273,18,3,4,4,2,1,3,1,2,2,5,4,7,8,1,0,0,4,0,1,1,0,1,0,0,1,0,0,0,0
274,18,3,2,3,1,3,5,2,4,1,2,3,14,10,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,1
275,15,0,0,3,3,3,4,1,3,1,1,5,28,5,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
276,18,0,4,2,6,0,3,4,4,1,4,5,7,14,1,1,0,2,4,0,0,1,1,1,1,1,1,1,1,1
277,15,2,0,2,4,1,4,5,4,3,1,4,9,11,1,1,0,0,1,3,0,0,0,1,0,1,0,1,1,1
278,16,4,0,4,2,3,1,2,1,1,1,5,16,5,0,1,1,4,0,3,1,0,1,0,1,1,0,0,1,0
279,15,2,1,4,2,3,5,5,3,5,4,4,13,8,1,0,0,0,3,2,2,0,1,0,1,0,1,0,1,0
280,16,1,3,4,6,3,5,4,5,4,1,2,15,10,1,0,1,1,2,1,1,0,1,1,1,0,0,0,1,1
281,18,1,4,2,1,2,3,2,1,5,3,3,25,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
282,18,0,1,3,3,2,1,3,5,2,3,5,19,8,1,1,1,2,4,0,2,0,1,0,0,1,1,0,0,0
283,16,3,1,2,1,2,4,4,4,2,1,2,26,3,1,0,0,4,2,0,2,1,1,0,1,0,0,0,1,0
284,17,1,0,2,6,0,3,4,1,2,1,5,1,15,0,1,0,2,1,0,0,0,0,1,1,1,0,1,1,1
285,16,1,4,3,1,3,4,1,5,1,4,3,19,6,1,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0
286,17,2,1,1,2,0,1,5,5,3,1,1,28,15,1,1,1,4,2,2,2,0,0,1,0,0,1,1,1,1
287,15,2,2,2,10,0,2,2,2,4,5,3,5,16,0,0,0,3,0,2,1,0,0,1,1,0,0,1,0,1
288,15,1,1,1,10,0,3,2,1,3,3,2,19,17,1,1,1,3,1,1,0,0,0,1,1,1,1,1,1,1
289,15,0,2,1,10,0,3,3,1,2,1,3,4,18,0,1,1,0,0,2,2,1,1,1,0,0,0,1,0,1
290,18,2,3,4,1,3,5,2,4,2,5,2,18,6,1,0,0,3,4,2,0,1,0,0,0,0,1,0,1,0
291,15,1,2,2,5,1,2,3,4,2,1,3,10,13,1,0,0,1,2,3,1,0,0,1,1,1,1,1,0,1
292,17,3,2,4,3,3,3,2,1,5,2,5,15,3,0,1,0,2,2,1,1,1,1,0,0,1,1,0,0,0
293,15,2,0,3,1,3,4,1,2,1,5,3,17,7,0,1,0,0,2,2,1,1,1,0,0,0,1,0,1,0
294,16,1,1,1,6,0,1,4,2,1,3,3,6,14,1,0,0,2,0,3,2,1,0,1,0,0,1,1,0,1
295,16,4,3,3,2,2,2,2,4,5,3,4,21,1,0,0,1,4,1,1,1,0,1,0,1,1,1,0,1,0
296,18,2,1,4,4,1,5,4,3,2,2,3,18,9,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0
297,16,4,2,4,2,0,5,5,5,5,5,5,13,5,1,1,1,4,0,0,1,0,1,0,0,1,1,0,0,0
298,17,2,2,1,5,0,4,4,4,2,5,2,9,14,1,0,0,0,2,3,2,1,0,1,0,1,1,1,0,1
299,15,2,1,3,1,3,1,5,2,3,4,1,24,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,1,0
300,18,4,3,2,10,0,5,2,1,4,1,1,5,17,0,0,1,3,3,3,2,0,1,1,0,0,0,0,1,1
301,15,0,3,2,1,3,5,1,2,5,5,1,20,9,0,0,0,4,1,1,0,0,1,0,0,1,1,0,1,0
302,15,1,0,3,6,0,1,1,1,3,4,1,7,11,0,0,1,3,0,0,1,1,0,1,0,0,1,1,0,1
303,17,0,2,2,6,1,2,4,4,4,2,2,17,11,0,1,1,2,4,1,1,0,0,1,0,1,1,1,1,1
304,16,0,2,4,2,3,3,1,5,1,2,2,21,1,1,1,1,1,1,2,0,0,0,0,1,1,0,1,0,0
305,16,1,0,1,8,1,3,5,5,5,2,1,5,17,0,0,0,3,2,2,0,0,0,1,1,1,1,1,1,1
306,15,3,1,4,3,3,1,1,4,1,4,3,22,0,1,1,0,1,4,2,2,0,1,0,0,0,1,0,0,0
307,18,0,2,2,10,0,1,1,5,5,3,3,2,16,0,1,0,2,3,0,1,1,0,0,1,1,1,1,1,1
308,16,0,1,4,2,3,1,1,5,5,2,4,21,0,1,0,0,2,3,1,1,0,0,0,0,0,1,0,1,0
309,18,0,3,1,10,0,4,3,3,1,4,2,2,18,1,1,0,4,4,3,1,0,0,1,0,1,0,1,0,1
310,16,3,4,3,2,2,4,3,3,2,4,4,13,5,1,1,0,0,3,2,1,1,1,0,1,1,0,0,1,0
311,18,2,0,4,1,1,1,4,3,5,1,5,12,9,0,1,1,4,4,2,0,1,1,0,1,1,1,0,1,0
312,17,4,2,4,2,2,4,2,1,1,2,2,23,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
313,18,4,0,4,6,3,3,2,3,2,3,1,20,10,1,0,0,4,4,3,1,0,1,0,0,0,1,0,0,1
314,17,3,3,3,1,2,1,5,4,4,4,1,21,6,0,1,0,3,0,0,1,1,1,0,0,0,1,0,0,0
315,17,0,3,3,1,3,3,5,3,2,3,4,24,3,1,1,0,4,2,2,2,0,1,0,1,0,0,1,1,0
316,18,4,3,3,2,3,3,4,4,2,3,2,8,9,0,1,1,0,2,2,2,1,1,0,1,0,1,1,1,0
317,17,3,3,4,1,3,4,3,3,3,2,3,15,9,0,1,1,0,3,2,2,0,1,0,0,0,0,0,0,0
318,15,1,4,1,6,0,5,1,5,2,2,2,10,11,1,1,1,1,4,3,0,0,0,1,0,0,0,1,0,1
319,17,4,1,3,2,3,5,3,3,4,1,4,15,8,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,0
320,16,1,1,4,5,1,2,3,4,4,3,4,20,10,0,0,1,0,2,3,0,0,1,0,1,0,0,0,0,1
321,18,0,4,2,3,2,2,4,4,5,3,1,9,10,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,1
322,15,4,1,3,1,0,5,3,4,5,4,1,22,1,0,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0
323,18,3,3,2,1,3,1,2,3,4,4,5,21,8,0,0,1,0,3,3,0,1,1,0,0,1,0,0,1,0
324,16,2,1,4,3,1,5,3,1,4,4,4,29,5,0,1,0,2,2,3,2,1,1,0,1,1,1,0,0,0
325,16,4,0,3,2,2,4,2,4,2,3,5,25,3,1,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0
326,16,4,1,4,3,3,5,5,1,5,1,5,12,4,0,1,1,1,3,1,2,1,1,0,0,1,0,0,1,0
327,17,4,0,2,1,3,1,5,3,2,5,1,19,4,1,1,0,0,4,2,1,1,1,1,1,0,0,0,1,0
328,17,4,2,4,1,2,1,4,1,3,4,3,16,4,1,0,0,0,1,2,1,1,1,0,1,1,0,0,0,0
329,18,3,0,3,3,3,2,1,1,1,5,1,19,9,1,1,1,4,3,1,2,0,0,0,1,1,0,0,1,0
330,18,3,0,3,2,1,2,3,4,2,1,2,17,12,1,0,0,3,3,1,0,1,0,1,1,0,0,1,0,1
331,15,2,3,3,3,3,1,1,3,3,3,3,28,2,0,1,1,2,0,1,2,1,1,0,0,1,0,0,1,0
332,15,3,3,4,2,3,3,2,4,2,5,4,15,9,1,1,1,1,1,2,0,1,1,0,1,1,0,0,1,0
333,18,3,3,1,6,1,2,1,5,5,2,3,7,14,0,0,0,0,1,2,0,0,0,1,1,0,1,1,1,1
334,17,0,0,2,2,3,4,3,2,2,3,4,17,8,0,1,1,1,1,2,1,0,1,1,0,1,1,0,1,0
335,16,0,4,3,5,3,3,1,1,2,2,4,8,10,1,0,1,2,2,3,1,1,1,0,1,0,1,0,0,1
336,18,1,3,4,3,3,4,1,3,4,1,5,25,2,0,0,0,3,2,0,1,0,1,0,1,0,1,0,1,0
337,15,2,3,1,4,0,4,1,1,5,5,2,13,14,0,0,0,4,4,0,0,0,0,0,0,1,1,1,1,1
338,17,0,0,2,10,1,1,4,3,4,5,1,5,19,1,1,0,3,4,1,0,0,0,1,0,0,0,1,1,1
339,18,2,2,2,8,1,3,1,4,5,1,5,4,19,0,1,0,4,4,1,2,0,0,0,0,0,0,1,0,1
340,18,2,2,3,1,3,2,3,2,4,1,5,12,2,0,1,1,1,2,2,1,1,1,0,0,0,0,0,1,0
341,17,4,1,3,1,2,1,3,2,2,3,2,12,7,0,1,0,3,0,0,1,0,1,0,1,1,1,0,0,0
342,18,2,2,4,2,2,5,1,2,2,1,1,24,4,0,0,0,3,4,0,0,1,1,0,0,1,1,0,0,0
343,17,4,3,1,5,1,2,4,2,3,4,5,1,14,1,1,1,3,3,3,1,1,0,1,0,1,0,0,1,1
344,16,1,4,3,3,2,5,2,1,5,2,3,16,5,0,1,1,2,2,2,0,0,1,1,0,1,0,0,1,0
345,17,1,1,4,2,1,1,1,3,5,1,1,24,0,0,0,1,1,0,2,2,0,1,0,1,1,1,0,0,0
346,17,1,4,1,1,3,4,4,5,1,4,2,25,3,0,0,1,4,3,0,2,0,1,0,0,0,1,0,0,0
347,17,4,4,4,2,2,4,5,3,4,5,3,19,7,0,1,0,3,3,0,1,1,0,0,1,0,0,0,1,0
348,18,4,3,3,2,0,3,3,1,5,1,3,17,9,1,0,0,1,2,3,2,0,1,0,1,1,0,0,0,0
349,18,1,0,1,9,0,2,5,4,4,2,5,5,20,0,0,1,2,1,3,1,0,0,1,0,1,0,1,1,1
350,17,4,0,1,5,1,5,3,5,3,2,2,0,14,1,0,1,2,0,2,1,0,0,1,1,0,1,1,1,1
351,18,3,0,3,3,3,5,2,5,1,3,2,26,3,0,0,1,1,2,3,0,1,1,0,0,1,0,0,1,0
352,15,3,2,2,2,3,3,4,5,4,5,5,19,6,1,0,1,4,1,0,0,0,1,0,1,0,0,0,0,0
353,15,4,0,4,2,3,2,2,1,1,5,1,14,5,1,1,0,1,2,2,1,1,1,0,0,1,1,0,1,0
354,18,4,3,3,1,2,4,5,2,1,2,4,27,5,1,1,1,1,2,0,2,0,1,1,0,1,1,0,1,0
355,18,0,2,2,8,0,1,4,2,2,4,5,10,17,1,1,0,0,3,2,2,0,0,1,0,0,0,1,1,1
356,17,0,0,3,1,3,3,5,2,2,2,3,14,4,1,1,1,2,2,2,1,0,1,0,1,1,1,0,1,0
357,16,2,4,3,1,2,1,1,3,4,1,4,19,5,0,1,0,4,1,0,1,0,1,0,0,0,0,0,1,0
358,18,2,3,2,4,1,1,5,2,1,3,1,9,11,0,1,0,0,3,2,2,1,0,1,1,0,1,1,1,1
359,15,2,3,2,6,1,3,2,5,1,1,1,10,15,0,1,0,1,1,2,2,1,0,1,1,0,0,1,1,1
360,17,1,1,1,4,0,5,2,2,4,5,1,6,15,1,0,0,2,1,3,0,1,0,1,0,0,0,1,1,1
361,18,3,3,4,3,3,2,1,5,5,1,4,18,7,0,1,1,0,3,0,0,1,1,0,1,0,1,0,0,0
362,15,1,4,4,1,2,5,4,5,5,5,5,26,3,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0
363,15,4,3,1,5,1,4,5,3,4,3,2,7,11,1,1,1,4,4,3,0,1,0,1,0,1,0,1,0,1
364,16,0,1,3,7,3,2,5,2,3,5,5,1,19,0,0,0,1,2,2,0,0,0,1,1,0,1,1,1,1
365,17,4,3,2,4,0,3,5,4,5,3,5,3,18,0,1,0,4,3,1,1,1,0,1,1,0,1,1,0,1
366,17,4,3,4,4,0,3,4,2,4,4,4,23,1,1,1,1,0,3,1,0,1,1,0,0,1,1,0,1,0
367,16,0,1,3,1,3,3,2,4,5,4,3,19,7,1,0,1,0,4,0,0,0,1,1,0,0,1,0,0,0
368,16,4,3,4,1,3,1,1,3,2,3,4,13,7,0,1,0,4,4,3,1,0,1,0,0,1,1,0,0,0
369,17,2,2,2,7,1,3,4,1,5,2,3,4,18,0,1,0,0,4,2,2,0,0,1,0,0,1,1,1,1
370,17,0,3,2,1,1,4,1,3,5,3,4,9,15,0,0,1,3,4,3,0,1,0,1,1,0,1,1,0,1
371,18,4,0,2,6,0,4,3,3,1,5,3,7,13,0,1,0,2,0,2,0,1,0,1,1,0,1,1,0,1
372,18,2,0,2,4,0,3,1,4,5,4,2,7,11,1,0,1,1,3,0,2,0,0,1,0,0,0,1,1,1
373,16,2,2,4,1,2,2,3,3,4,4,2,27,1,0,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0
374,18,3,3,3,1,3,4,1,5,5,3,1,20,3,0,1,1,1,3,1,2,0,1,0,0,1,1,0,0,0
375,15,2,4,3,2,2,2,3,3,5,2,1,28,1,0,1,0,0,3,3,1,0,1,1,0,1,1,0,1,0
376,18,1,3,4,3,0,2,5,3,4,3,3,15,9,1,0,0,4,3,0,2,0,1,0,1,1,0,0,0,0
377,18,0,0,3,3,2,2,4,4,3,5,5,21,2,1,0,1,4,4,3,2,1,1,0,0,1,1,0,1,0
378,15,0,1,2,6,0,3,5,3,2,5,1,8,14,1,0,1,0,4,0,2,0,0,1,1,1,0,1,0,1
379,16,0,2,1,2,0,1,2,3,1,1,4,1,18,1,1,1,1,0,2,1,0,0,0,1,1,0,1,0,1
380,15,4,1,3,1,3,3,4,2,4,2,2,12,8,0,1,1,0,3,2,2,0,1,0,1,1,1,0,0,0
381,18,4,4,2,8,0,4,5,5,3,4,1,2,19,1,0,0,1,2,1,2,1,0,1,0,1,0,1,1,1
382,16,1,3,4,1,3,4,1,5,2,5,1,26,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
383,18,2,4,3,1,2,4,4,5,5,5,1,24,3,0,1,0,0,4,1,0,0,1,1,1,1,1,0,0,0
384,15,4,1,4,2,2,4,1,3,5,2,4,29,6,0,1,1,0,3,1,0,1,1,0,1,0,0,0,0,0
385,15,2,3,3,1,2,1,5,5,3,3,4,28,1,0,1,0,4,4,0,2,1,0,0,0,1,0,0,1,0
386,18,2,4,2,7,0,2,4,2,3,1,1,2,18,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
387,17,4,0,2,8,1,3,5,1,5,5,5,4,20,1,0,0,0,4,2,1,1,0,1,0,1,0,1,1,1
388,17,4,0,4,2,2,4,2,1,3,1,5,18,5,1,1,0,2,4,1,2,1,1,0,1,0,0,0,1,0
389,15,1,2,4,2,2,2,5,2,4,4,4,25,7,0,1,0,2,0,2,2,1,1,0,1,1,1,0,1,0
390,15,3,0,1,10,1,3,2,1,1,1,4,3,19,0,1,1,4,1,3,0,1,0,1,1,1,1,1,0,1
391,17,0,0,2,6,1,1,5,1,5,5,2,2,15,0,1,1,3,2,3,0,0,0,1,0,1,0,1,1,1
392,17,4,1,1,6,1,5,4,4,2,3,5,9,15,0,1,0,4,2,1,2,1,1,1,0,0,0,1,1,1
393,18,4,0,4,2,3,1,1,3,2,5,1,19,8,0,1,1,3,2,1,1,0,1,0,0,1,1,0,0,0
394,18,2,0,4,2,2,5,4,4,4,4,3,16,7,1,1,1,4,3,0,2,0,1,0,1,0,1,0,1,0
395,17,3,1,4,1,2,4,5,4,5,1,2,27,4,0,0,1,2,2,0,1,1,1,0,1,0,1,0,0,0
396,18,4,0,4,2,3,2,5,2,4,3,2,23,0,1,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0
397,18,3,0,1,1,0,2,5,1,5,3,1,9,12,0,0,1,1,4,1,2,0,0,1,0,1,1,1,0,1
398,16,0,2,3,1,2,3,3,2,4,1,1,29,1,0,1,1,0,2,3,1,0,1,1,0,0,1,0,0,0
399,18,2,0,1,4,1,5,2,5,3,1,4,10,11,1,0,1,2,0,2,0,0,0,1,0,0,1,0,0,1
400,15,1,0,3,3,3,5,1,4,5,1,5,15,9,1,1,0,1,1,3,2,1,1,1,1,0,0,0,0,0
401,18,0,2,3,6,0,3,2,1,3,4,4,6,11,0,1,1,3,1,3,2,1,0,1,0,0,0,1,1,1
402,18,3,1,2,2,1,2,5,3,4,3,5,21,9,0,1,1,3,4,2,0,0,1,0,1,0,1,0,0,0
403,17,3,0,4,2,3,2,5,4,4,5,5,22,1,0,1,1,2,1,1,2,0,1,0,1,0,0,0,0,0
404,15,0,4,1,4,1,3,2,1,1,4,3,7,12,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1
405,18,3,1,2,8,2,5,2,5,5,1,2,0,17,1,1,0,0,4,3,1,1,0,1,1,0,1,1,1,1
406,18,1,1,4,4,1,4,2,2,2,1,3,12,4,0,1,1,2,4,3,2,0,1,0,1,0,0,0,1,0
407,16,1,0,1,4,1,3,3,1,2,5,1,6,12,1,0,0,3,4,2,0,1,0,1,0,1,0,1,0,1
408,18,3,2,4,2,3,2,2,1,4,5,3,29,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0
409,18,3,1,4,1,0,4,5,4,4,5,3,8,9,1,0,1,0,4,0,1,0,1,0,1,0,0,1,1,0
410,16,1,2,1,9,1,4,1,1,1,2,2,3,20,1,1,0,4,4,1,2,0,0,1,0,0,0,0,0,1
411,17,3,4,3,3,3,5,4,5,4,4,3,1,5,0,0,1,4,4,0,0,1,1,0,1,0,0,0,0,0
412,18,4,2,4,3,1,3,2,3,5,2,2,16,4,1,1,0,0,2,1,0,0,1,0,1,1,0,0,1,0
413,16,2,3,3,3,3,4,2,5,2,5,2,7,9,0,1,1,1,2,1,0,0,1,0,0,1,1,0,1,0
414,15,4,2,3,6,2,1,2,1,2,3,2,8,10,1,0,0,2,0,1,2,0,1,0,1,1,1,0,1,1
415,17,3,1,2,6,0,4,1,3,3,4,2,10,13,0,0,1,0,0,2,2,1,0,1,0,0,1,1,1,1
416,15,3,2,1,1,3,4,2,5,5,2,3,11,8,1,0,1,4,1,3,1,0,1,1,1,1,1,0,1,0
417,15,2,2,3,2,3,4,2,3,3,1,4,18,8,0,1,0,3,2,0,1,1,1,0,0,1,1,1,0,0
418,16,3,3,1,3,1,3,2,4,1,4,4,23,17,0,1,1,0,0,2,1,0,1,1,1,0,0,1,0,1
419,18,2,3,3,2,3,5,1,1,3,3,1,13,6,1,1,1,0,0,0,2,1,1,0,1,0,0,0,1,0
420,16,1,0,3,2,3,5,4,3,2,3,2,14,8,1,1,0,0,1,2,0,1,0,0,0,0,1,0,1,0
421,16,2,1,3,5,2,1,5,2,3,5,4,14,10,1,1,1,4,4,0,2,0,1,0,1,0,1,1,0,1
422,16,2,0,3,4,2,1,1,4,2,5,1,7,10,1,1,1,4,3,0,2,1,1,0,1,1,1,0,0,1
423,16,4,3,3,3,2,4,2,1,1,1,3,26,3,0,0,0,0,1,3,2,0,1,1,0,0,1,0,1,0
424,17,3,2,4,1,2,4,3,4,4,3,1,27,3,1,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0
425,18,1,3,2,10,1,4,1,2,1,5,4,0,20,0,0,0,1,1,2,0,0,0,1,0,1,0,1,0,1
426,15,0,4,4,3,3,1,2,1,4,2,1,23,4,1,0,1,3,1,0,2,0,0,0,1,1,0,0,0,0
427,15,2,2,2,10,1,5,2,4,4,5,1,1,16,0,0,0,2,4,3,1,0,0,1,1,0,0,0,0,1
428,18,0,0,1,9,0,1,5,4,3,1,1,1,17,0,0,0,2,0,0,2,0,0,1,0,1,0,1,1,1
429,15,3,2,3,2,0,5,1,3,1,1,4,27,1,0,0,1,2,2,2,0,1,1,0,1,0,0,0,0,0
430,18,2,4,4,2,3,1,1,3,2,2,2,19,7,0,1,0,4,1,0,1,1,1,0,0,0,0,0,0,0
431,15,0,3,1,1,3,5,5,4,4,4,3,25,1,1,1,1,4,4,3,2,0,1,0,0,0,1,0,0,0
432,16,4,1,3,4,2,1,3,3,4,3,2,22,0,1,1,1,1,3,3,1,1,1,0,1,0,1,0,1,0
433,15,0,1,3,2,3,5,3,1,5,1,5,17,8,0,1,0,4,0,3,0,0,1,0,1,0,1,0,0,0
434,18,4,1,3,2,2,3,4,3,2,3,2,29,3,1,0,1,0,1,3,0,0,1,0,1,1,0,0,1,0
435,18,1,3,4,1,3,3,4,1,5,2,3,20,4,1,0,1,3,3,1,1,1,1,0,0,1,0,0,1,0
436,18,3,1,2,8,0,2,5,1,5,2,1,3,17,0,0,0,3,1,3,2,1,0,1,1,1,1,1,0,1
437,18,0,4,4,3,2,5,1,1,5,4,2,21,0,1,1,1,3,2,0,0,0,1,0,1,1,1,1,1,0
438,18,2,3,3,9,0,5,2,1,5,1,4,2,17,1,1,1,3,2,0,0,0,1,1,0,1,0,1,1,1
439,17,3,1,4,4,2,5,3,4,4,2,5,24,0,1,1,0,2,0,0,2,0,1,0,1,0,0,0,1,0
440,17,0,0,1,2,3,2,1,5,2,5,1,16,5,0,1,1,2,3,0,1,0,1,0,0,0,0,0,1,0
441,15,2,3,4,1,2,1,4,5,5,3,1,28,2,1,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0
442,18,2,3,3,3,2,3,3,1,2,3,1,23,5,0,0,0,1,4,1,2,1,1,0,0,1,0,0,0,0
443,15,2,2,2,9,1,2,2,5,2,5,2,5,20,1,1,1,4,0,1,0,0,0,1,1,1,0,1,1,1
444,18,2,1,1,7,1,3,4,1,2,3,4,3,19,1,1,1,4,1,0,0,1,0,1,1,1,1,1,0,1
